UniversalMessageId,SocialNetwork,SenderUserId,SenderScreenName,SenderListedName,SenderProfileImgUrl,SenderProfileLink,Sender Followers Count,SenderInfluencerScore,SenderAge,SenderGender,OriginalAuthor,OriginalAuthorProfileLink,Title,Message,MessageType,CreatedTime,Language,LanguageCode,CountryCode,MediaTypeList,Permalink,Domain,Retweets,Tweet Generator,Favorites,ReceiverId,ReceiverScreenName,AssignedBy,AssignedTo,Spam,Status,Intel Location,Intel Product,Star Rating,Priority,Review Source,Experience Score - Message level,Sentiment,Topic Tags,ClientQueues,PartnerQueues,Is incentivized review,Recommended,ClientCustomProps,PartnerCustomProps,Variant,Syndicated text,Is verified review,Is vine review,Is partner review,Is neighbors program review,Is reviewer program review,Was product tried by reviewer,Is sweepstakes entry,Is partner of competition,Is prize draw participant,Is sponsored review,Purchased,Is reviewer seed member,Custom Tags,Action Time,GLOB | Zone,GLOB | Country,GLOB | Brand SF,Data Ingestion import tag,Data Ingestion file Name,Priority,Case Type,GLOB | Universal Inbox Message,GLOB | Case Created on this Message,GLOB | Channel Type,GLOB | Message Privacy,GLOB | For Testing,GLOB | Category,GLOB | Bot Status,GLOB | Team,GLOB | Initiate Handover,GLOB | Language (CF),GLOB | Sourced From Listening,GLOB | Social Channel,GLOB | Issue Type,GLOB | Case Handled By,GLOB | Paid Status,GLOB | Topic Group Matches,GLOB | Topic Matches,GLOB | Theme Matches,Show duplicate reviews,Is review duplicate,GLOB | Status OMNI SF,Intent Name,Proactive Care,Proactive Care Reviewed,Original Google My Business Review,Consumer Contact Number,Product Group,Brand Denomination,Survey Category,GLOB | IG Dark Comment,GLOB | Is message exception?,GLOB | Default Language SF,GLOB | Language OMNI SF,GLOB | Last Sentiment,GLOB | First Sentiment,GLOB | Social Post Tags SF,GLOB | Social Account Name,GLOB | Contact Way Marker SF,GLOB | Contact Way,GLOB | Contact Way Marker OMNI SF,GLOB | Native Messages,GLOB | Engage Instances,GLOB | Case Classification Initial,GLOB | Contact Reason Marker OMNI SF,GLOB | Contact Reason Marker SF,GLOB | Push to Engage Classic,GLOB | Push to Engage Omni,GLOB | Engagement Project (IBS ONLY),GLOB | Nestle Market,GLOB | NBS Center (IBS ONLY),GLOB | Issue Type Sub-Category,GLOB | Positive,GLOB | Negative,GLOB | Neutral,GLOB | IBS Listening Classification,GLOB | IBS Case Classification,GLOB | IBS | Listening Review,GLOB | All Accounts,GLOB | Case Team,GLOB | IBS | NBS MNL | Message Type,Tag Ramadan Campaign,GLOB | IBS | Grade,GLOB | IBS | Type of Mistake,GLOB | IBS | Hide,GLOB | Detractor Flag,GLOB | SBUs,GLOB | Sentiment,Geo Target,Post Id,Associated Cases,Location,Country,State,City,Latitude,Longitude,Sender Email,Message Type,Rating,SubRating,Product,Source Id,Message Title,Moderation Status,Product Code,CampaignName,Category,Trend (Coffee-related),Brand
TWITTER_7_1338169989593894913,TWITTER,820579228022239234,polaroideriffic,🅻🅶🅳🅼,https://pbs.twimg.com/profile_images/1309043053328576520/4dwS2g8n_normal.jpg,,707,60,0,OTHER,,,,@crtzian Haaaay yan lang favorite ko kainin dyan tapos yung combo na with wedges tsaka iced coffee! 😍,Twitter Reply,Dec 13 17:12:42 2020,Filipino,tl,PH,,https://twitter.com/polaroideriffic/status/1338169989593894913,twitter.com,0,Twitter for iPhone,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Dec 13 17:12:42 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mandaluyong City, National Capital Region, Philippines",Philippines,National Capital Region,Mandaluyong City,14.5832,121.0409,,Twitter Reply,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_7_1299748611534721025,TWITTER,978264844871770113,EychThea,thea 💎 Yedam Unique,https://pbs.twimg.com/profile_images/1332655362797752321/d6nvdHeb_normal.jpg,,13,44,0,OTHER,,,,@dearjunghoon @treasuremembers nasobrahan sa iced coffee kaya hyper 🤭😘😘😘,Twitter Reply,Aug 29 16:39:52 2020,Filipino,tl,PH,,https://twitter.com/EychThea/status/1299748611534721025,twitter.com,0,Twitter for Android,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Aug 29 16:39:52 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippines,,,13,122,,Twitter Reply,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_7_1395157770807222272,TWITTER,1428561264,grabph,Grab Philippines,https://pbs.twimg.com/profile_images/1403156344669040641/r9M5rykE_normal.jpg,,137342,96,0,OTHER,,,,"@drnshng We've got your cravings covered, Shane 😋 Get your favorite Iced coffee from Starbucks and enjoy P100 OFF on your total order #OnlyWithGrabFoodSignatures. Use promo code: SIGNATURES 💚",Twitter Reply,May 19 23:21:48 2021,English,en,PH,,https://twitter.com/grabph/status/1395157770807222272,twitter.com,0,Sprinklr Publishing,1,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,"{GLOB | For Testing=[No], GLOB | IBS | Listening Review=[No], GLOB | IBS | Hide=[Unhide]}",,,,,,,,,,,,,,,,May 19 23:21:48 2021,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Unhide,,,,,,,,Philippines,,,13,122,,Twitter Reply,,,,,,,,,Campaign,Iced Coffee,Starbucks
TWITTER_7_1373836956593840130,TWITTER,805397741136322560,seongsjawline,aya | mavy’s birth !,https://pbs.twimg.com/profile_images/1389978057776140289/UfI7bWkD_normal.jpg,,1158,65,0,OTHER,,,,@enhallv iced coffee !,Twitter Reply,Mar 22 03:20:30 2021,English,en,PH,,https://twitter.com/seongsjawline/status/1373836956593840130,twitter.com,0,Twitter Web App,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,"{GLOB | For Testing=[No], GLOB | IBS | Listening Review=[No]}",,,,,,,,,,,,,,,,Mar 22 03:20:30 2021,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,"Bahay, Bicol, Philippines",Philippines,Bicol,Bahay,13.5437,123.0407,,Twitter Reply,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_7_1224514506618916864,TWITTER,146785909,aremlovesss,arem4hoon🍓 | imnothere,https://pbs.twimg.com/profile_images/1386307867221716997/c6_rAyhH_normal.jpg,,1095,66,0,OTHER,,,,@euniceindaeyooo Hindi daw. Hahaha. 🙈 iced coffee na nilagyan lang ng chocolate fudge 🙈🤣,Twitter Reply,Feb 04 02:06:23 2020,Filipino,tl,PH,,https://twitter.com/show/status/1224514506618916864,twitter.com,0,Twitter for Android,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Feb 04 02:06:23 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippines,,,13,122,,Twitter Reply,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_7_1251000181195038720,TWITTER,989203262170587136,rhyzagrapilon,𝐫𝐡𝐲,https://pbs.twimg.com/profile_images/1300077501432000514/P2dF1JPD_normal.jpg,,159,59,0,OTHER,,,,@eyvanaxyv hay iced coffee!!😭😭😭😭😭,Twitter Reply,Apr 17 04:11:00 2020,English,en,PH,,https://www.twitter.com/rhyzagrapilon/status/1251000181195038720,twitter.com,0,,1,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Apr 17 04:11:00 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manila, Metro Manila, Philippines",Philippines,Metro Manila,Manila,14.6042,120.9822,,Twitter Reply,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_7_1235572847306657792,TWITTER,3145615537,yoonGINGERvitis,Abbysshi is stuDYING,https://pbs.twimg.com/profile_images/877134078813667329/usXVJhjs_normal.jpg,,1176,76,0,OTHER,,,,@Fatimugh5SOS SANA OL PINAGPAPALA SA ICED COFFEE,Twitter Reply,Mar 05 14:28:17 2020,Filipino,tl,PH,,https://twitter.com/show/status/1235572847306657792,twitter.com,0,Twitter for Android,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Mar 05 14:28:17 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manila, Metro Manila, Philippines",Philippines,Metro Manila,Manila,14.6042,120.9822,,Twitter Reply,,,,,,,,,Consumption Habit,Iced Coffee,
TWITTER_7_1245223450785898496,TWITTER,1155336959591497730,LeiSerenity,SB19-Source of Breathe since '19,https://pbs.twimg.com/profile_images/1373273242652209152/NNcIi415_normal.jpg,,270,48,0,,,,,"@IceSmileee @SB19Official Iced Coffee

#SB19RandomPlayDance 
#SB19_ShowBreak 
#SB19 @SB19Official",Twitter Reply,Apr 01 05:36:20 2020,English,en,PH,,https://twitter.com/show/status/1245223450785898496,twitter.com,0,Twitter for Android,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Apr 01 05:36:20 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Papaya, Central Luzon, Philippines",Philippines,Central Luzon,Papaya,15.32016,120.83574,,Twitter Reply,,,,,,,,,Fan-based,Iced Coffee,
TWITTER_7_1251286947621822464,TWITTER,982515326226083842,EllaSeizemic,LOUIE | D-DAY 🥳💛,https://pbs.twimg.com/profile_images/1387281046702493699/blnatEJN_normal.jpg,,289,57,0,,,,,"@imladydiane_ @moonscollide @SB19Official Iced coffee is the best!

@SB19Official #SB19
#SB19_MENPA",Twitter Reply,Apr 17 23:10:31 2020,English,en,PH,,https://www.twitter.com/LouiellaPaguns2/status/1251286947621822464,twitter.com,1,,1,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Apr 17 23:10:31 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quezon City, Metro Manila, Philippines",Philippines,Metro Manila,Quezon City,14.6488,121.0509,,Twitter Reply,,,,,,,,,Fan-based,Iced Coffee,
TWITTER_7_1242703718883012610,TWITTER,1173044817984544769,ligaya_ngsb19,closed,https://pbs.twimg.com/profile_images/1398319068050903051/V5F2XuuT_normal.jpg,,1367,64,0,,,,,"@JahKenkanalang @SB19Official coffee lalo na pag iced coffee

#SB19_MissionInCebu
#SB19_ShowBreak
#SB19 @SB19Official",Twitter Reply,Mar 25 06:43:50 2020,Filipino,tl,PH,,https://twitter.com/show/status/1242703718883012610,twitter.com,1,Twitter Web App,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Mar 25 06:43:50 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippines,Western Visayas,,10.51077,122.5315,,Twitter Reply,,,,,,,,,Fan-based,Iced Coffee,
TWITTER_7_1275701940467400705,TWITTER,1065714756,arcillacandylyn,lyn,https://pbs.twimg.com/profile_images/1384395578247766019/-HWaRXCM_normal.jpg,,360,50,0,,,,,@jez_cane13 miss kona nga libre ni chanrey na iced coffee sa mcdo,Twitter Reply,Jun 24 08:06:59 2020,Filipino,tl,PH,,https://www.twitter.com/candylynarcilla/status/1275701940467400705,twitter.com,0,,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Jun 24 08:06:59 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manila, Metro Manila, Philippines",Philippines,Metro Manila,Manila,14.6042,120.9822,,Twitter Reply,,,,,,,,,Interest/Craving,Iced Coffee,Mcdo
TWITTER_7_1306906018379489282,TWITTER,1910495683,kelanocyte,kel 🌈,https://pbs.twimg.com/profile_images/1396465743936458756/XIJh5hB8_normal.jpg,,4195,68,0,OTHER,,,,@jnlfrdo @zethantaran @raffcol i was so excited when they launched it 🤒 sobrang saklap. iced coffee lang talaga malakas 😌,Twitter Reply,Sep 18 10:40:51 2020,Filipino,tl,PH,,https://twitter.com/kelanocyte/status/1306906018379489282,twitter.com,0,Twitter for Android,2,,,,,false,,,,,,TWITTER,,NEGATIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,,,,,,,,,,,,,,,,,Sep 18 10:40:51 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manila, Metro Manila, Philippines",Philippines,Metro Manila,Manila,14.6042,120.9822,,Twitter Reply,,,,,,,,,Interest/Craving,Iced Coffee,
TWITTER_7_1396450103754297348,TWITTER,1229233573426683904,meldrinnn,たまご,https://pbs.twimg.com/profile_images/1349656095132774401/bKsQrbuO_normal.jpg,,48,35,0,OTHER,,,,@jnnalnz @validemotionsmo oo kase pinagsabay ko yung iced coffee at lemon juice hehe,Twitter Reply,May 23 12:57:04 2021,Filipino,tl,PH,,https://twitter.com/meldrinnn/status/1396450103754297348,twitter.com,0,Twitter for Android,0,,,,,false,,,,,,TWITTER,,POSITIVE,"GLOB | Philippines,GLOB | IBS,GLOB | NBS MNL",,,,,,"{GLOB | For Testing=[No], GLOB | IBS | Listening Review=[No], GLOB | IBS | Hide=[Unhide]}",,,,,,,,,,,,,,,,May 23 12:57:04 2021,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Unhide,,,,,,,,Philippines,,,13,122,,Twitter Reply,,,,,,,,,Consumption Habit,Iced Coffee,
